geo_point_2d;geo_shape;id_entsorg;kategorie;name;beschreibu;adresse;plz;ortschaft;telefon;www_link;oeffnungsz;zustaendig
47.57002714796463, 7.578478252001085;"{""coordinates"": [7.578478252001085, 47.57002714796463], ""type"": ""Point""}";3002;Brauchbare Dinge;Art-Johann;Secondhand Shop / Kleiderbörse / Boutique;Elsässerstrasse 75;4056;Basel;+41 (0) 61 556 40 20;;;Amt für Umwelt und Energie Basel-Stadt
47.56667221278822, 7.601264834727376;"{""coordinates"": [7.601264834727376, 47.56667221278822], ""type"": ""Point""}";3006;Brauchbare Dinge;Fasnachtskischte Jap's;Secondhand Shop;Mattenstrasse 39;4058;Basel;+41 (0) 61 691 90 29;;;Amt für Umwelt und Energie Basel-Stadt
47.55595432211313, 7.588248951734107;"{""coordinates"": [7.588248951734107, 47.55595432211313], ""type"": ""Point""}";3007;Brauchbare Dinge;First und Secondhand Excllusiv Boutique;Secondhand Shop;Gerbergässlein 26;4051;Basel;+41 (0) 61 261 60 44;;;Amt für Umwelt und Energie Basel-Stadt
47.55876428068917, 7.579556740621112;"{""coordinates"": [7.579556740621112, 47.55876428068917], ""type"": ""Point""}";3009;Brauchbare Dinge;Freivogel Silvia;Secondhand Shop / Designer Second Hand;Missionsstrasse 15;4055;Basel;+41 (0) 61 261 29 72;;;Amt für Umwelt und Energie Basel-Stadt
47.553659442681806, 7.603580674082444;"{""coordinates"": [7.603580674082444, 47.553659442681806], ""type"": ""Point""}";3018;Brauchbare Dinge;Buchantiquariat Hupfer & Bieri;Antiquariat / Buchhandlung / Secondhand Shop;St. Alban-Berg 2a;4052;Basel;+41 (0) 61 272 33 21;;;Amt für Umwelt und Energie Basel-Stadt
47.562671453581224, 7.5935323929770515;"{""coordinates"": [7.593532392977052, 47.562671453581224], ""type"": ""Point""}";3020;Brauchbare Dinge;Glubos Brockenbude Verein Kreislauf;Brockenhaus / Entsorgung Recycling / Räumungen;Rappoltshof 12;4057;Basel;+41 (0) 61 681 81 04;;;Amt für Umwelt und Energie Basel-Stadt
47.57952479438797, 7.590644568524991;"{""coordinates"": [7.590644568524991, 47.57952479438797], ""type"": ""Point""}";3028;Brauchbare Dinge;ROTKREUZLADEN Kleinhüningen;Second-Hand-Shop;Kleinhüningerstrasse 167;4057;Basel;+41 (0) 61 632 02 25;;;Amt für Umwelt und Energie Basel-Stadt
47.554898320042724, 7.612739292962959;"{""coordinates"": [7.612739292962959, 47.554898320042724], ""type"": ""Point""}";3031;Brauchbare Dinge;Kleiderkiste Breit GmbH;Frauen und Kinderkleider;Homburgerstrasse 42;4052;Basel;+41 (0) 61 311 83 11;;;Amt für Umwelt und Energie Basel-Stadt
47.55810184501682, 7.586061160206367;"{""coordinates"": [7.586061160206367, 47.55810184501682], ""type"": ""Point""}";3033;Brauchbare Dinge;Rindlisbacher Gigi;Damenmode, Second-Hand-Shop;Andreasplatz 7;4051;Basel;+41 (0) 61 261 29 04;;;Amt für Umwelt und Energie Basel-Stadt
47.54475060142654, 7.591027536426817;"{""coordinates"": [7.591027536426817, 47.54475060142654], ""type"": ""Point""}";3001;Brauchbare Dinge;Anna-Bella;Secondhand Shop / Second-Hand Kleider;Solothurnerstrasse 31;4053;Basel;+41 (0) 61 312 19 82;;;Amt für Umwelt und Energie Basel-Stadt
47.559047278693306, 7.583453148962221;"{""coordinates"": [7.583453148962221, 47.559047278693306], ""type"": ""Point""}";3024;Brauchbare Dinge;Flohmarkt Petersplatz;Jeweils am Samstag von 07.30 - 16.00 Uhr / Anmeldung obligatorisch;Petersplatz;4051;Basel;+41 (0) 61 267 70 43;https://www.bs.ch/Portrait/maerkte/flohmarkt-petersplatz.html;;Amt für Umwelt und Energie Basel-Stadt
47.555569334081646, 7.586736486935677;"{""coordinates"": [7.586736486935677, 47.555569334081646], ""type"": ""Point""}";3038;Brauchbare Dinge;Schloehlein GmbH;Musikalienhandlung, Musikgeschäft;Leonhardsgraben 50;4051;Basel;+41 (0) 61 267 43 17;http://www.schlöhlein.ch;;Amt für Umwelt und Energie Basel-Stadt
47.56545313721709, 7.588747348389505;"{""coordinates"": [7.588747348389505, 47.56545313721709], ""type"": ""Point""}";3010;Brauchbare Dinge;Bockino;Brocki der Heilsarmee;Breisacherstrasse 45;4057;Basel;+41 (0) 61 683 80 47;https://basel1.heilsarmee.ch/brockino/;;Amt für Umwelt und Energie Basel-Stadt
47.563931019394694, 7.591827217435378;"{""coordinates"": [7.591827217435378, 47.563931019394694], ""type"": ""Point""}";3003;Brauchbare Dinge;Brocanthaus Bollig AG;Secondhand Shop / Brockenhaus;Klybeckstrasse 20;4057;Basel;+41 (0) 61 303 11 80;https://www.brocanthaus.com/;;Amt für Umwelt und Energie Basel-Stadt
47.5705140393526, 7.577575017606977;"{""coordinates"": [7.577575017606977, 47.5705140393526], ""type"": ""Point""}";3042;Brauchbare Dinge;Bückerschrank Voltaplatz;Bring- und Nimm-Möglichkeit für Bücher;Voltaplatz;4056;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.558756949143365, 7.598392217946852;"{""coordinates"": [7.598392217946852, 47.558756949143365], ""type"": ""Point""}";3044;Brauchbare Dinge;Bücherschrank;Bring- und Nimm-Möglichkeit für Bücher;Theodorsgraben;4058;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.54244895796968, 7.595500773719061;"{""coordinates"": [7.595500773719061, 47.54244895796968], ""type"": ""Point""}";3022;Brauchbare Dinge;WIZO;Second Hand Shop / Möbelladen;Güterstrasse 218;4053;Basel;+41 (0) 61 361 25 33;http://www.wizo.ch/index.php/de/sektionen/basel;;Amt für Umwelt und Energie Basel-Stadt
47.5452649127547, 7.589442568412837;"{""coordinates"": [7.589442568412837, 47.5452649127547], ""type"": ""Point""}";3047;Brauchbare Dinge;revendo;An- und Verkauf von Smartphones und Apple-Computern;Güterstrasse 133;4053;Basel;;https://revendo.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.573926538972664, 7.590673789758345;"{""coordinates"": [7.590673789758345, 47.573926538972664], ""type"": ""Point""}";3050;Brauchbare Dinge;Madame Frigo;Öffentlicher Kühlschrank zum Tauschen von geniessbaren Lebensmitteln;Klybeckplatz;4057;Basel;;https://www.madamefrigo.ch/de/;;Amt für Umwelt und Energie Basel-Stadt
47.54176240685933, 7.598387403814557;"{""coordinates"": [7.598387403814557, 47.54176240685933], ""type"": ""Point""}";3055;Brauchbare Dinge;Schmocki's Ohrwurm Oase;Secondhand Vinyl, CD, DVD, Blu-ray;Güterstrasse 165;4053;Basel;;http://www.ohrwurm-oase.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.566384145761134, 7.592323855463541;"{""coordinates"": [7.592323855463541, 47.566384145761134], ""type"": ""Point""}";4029;Brillen;VIU Eyewear;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Feldbergstrasse 70;4057;Basel;+41 (0) 61 508 51 67;;;Amt für Umwelt und Energie Basel-Stadt
47.53445233164613, 7.606724385473521;"{""coordinates"": [7.606724385473521, 47.53445233164613], ""type"": ""Point""}";4024;Brillen;Optiswiss AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Lyon-Strasse 26;4053;Basel;+41 (0) 61 337 15 15;;;Amt für Umwelt und Energie Basel-Stadt
47.53410296597362, 7.605681572676275;"{""coordinates"": [7.605681572676275, 47.53410296597362], ""type"": ""Point""}";4023;Brillen;Eyemetrics Optic Service AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Rotterdam-Strasse 21;4053;Basel;+41 (0) 61 338 95 55;;;Amt für Umwelt und Energie Basel-Stadt
47.5556980650804, 7.588786321247637;"{""coordinates"": [7.588786321247637, 47.5556980650804], ""type"": ""Point""}";4019;Brillen;Visilab Basel;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Gerbergasse 55;4001;Basel;+41 (0) 61 261 33 90;;;Amt für Umwelt und Energie Basel-Stadt
47.55813618631768, 7.587057946668044;"{""coordinates"": [7.587057946668044, 47.55813618631768], ""type"": ""Point""}";4017;Brillen;Ramstein Optik AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Sattelgasse 4;4051;Basel;+41 (0) 61 261 58 88;;;Amt für Umwelt und Energie Basel-Stadt
47.55174468726509, 7.587515783901264;"{""coordinates"": [7.587515783901264, 47.55174468726509], ""type"": ""Point""}";4016;Brillen;Pro-optik AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Steinenvorstadt 62;4051;Basel;+41 (0) 61 281 81 45;;;Amt für Umwelt und Energie Basel-Stadt
47.561091734578056, 7.574396831882636;"{""coordinates"": [7.574396831882636, 47.561091734578056], ""type"": ""Point""}";4013;Brillen;Optik Schneider AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Spalenring 15;4055;Basel;+41 (0) 61 381 91 91;;;Amt für Umwelt und Energie Basel-Stadt
47.56297897935231, 7.592211142082781;"{""coordinates"": [7.592211142082781, 47.56297897935231], ""type"": ""Point""}";4011;Brillen;Optiker Reiniger GmbH;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Untere Rebgasse 22;4058;Basel;+41 (0) 61 681 66 27;;;Amt für Umwelt und Energie Basel-Stadt
47.560862717736434, 7.590849721194495;"{""coordinates"": [7.590849721194495, 47.560862717736434], ""type"": ""Point""}";4009;Brillen;McOptik (Schweiz) AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Greifengasse 1;4058;Basel;+41 (0) 61 692 04 55;;;Amt für Umwelt und Energie Basel-Stadt
47.557389501767695, 7.588630286723601;"{""coordinates"": [7.588630286723601, 47.557389501767695], ""type"": ""Point""}";4008;Brillen;Kochoptik AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Freie Strasse 8;4001;Basel;+41 (0) 61 272 49 70;;;Amt für Umwelt und Energie Basel-Stadt
47.54699134002887, 7.565621639738159;"{""coordinates"": [7.565621639738159, 47.54699134002887], ""type"": ""Point""}";4006;Brillen;Frank Augenoptik GmbH;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Neubadstrasse 147;4054;Basel;+41 (0) 61 302 32 30;;;Amt für Umwelt und Energie Basel-Stadt
47.58013396551962, 7.595976953140185;"{""coordinates"": [7.595976953140185, 47.58013396551962], ""type"": ""Point""}";4005;Brillen;Fielmann AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Hochbergerstrasse 70;4057;Basel;+41 (0) 61 633 20 50;;;Amt für Umwelt und Energie Basel-Stadt
47.557633004086796, 7.588107491816633;"{""coordinates"": [7.588107491816633, 47.557633004086796], ""type"": ""Point""}";4004;Brillen;Fielmann AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Marktplatz 16;4001;Basel;+41 (0) 61 266 16 20;;;Amt für Umwelt und Energie Basel-Stadt
47.55249536286018, 7.589853388253119;"{""coordinates"": [7.589853388253119, 47.55249536286018], ""type"": ""Point""}";4003;Brillen;Beyeler Optik AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Theaterstrasse 9;4051;Basel;+41 (0) 61 272 15 15;;;Amt für Umwelt und Energie Basel-Stadt
47.55207865193302, 7.590084707063524;"{""coordinates"": [7.590084707063524, 47.55207865193302], ""type"": ""Point""}";4000;Brillen;Bader Brillen Optik AG;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Klosterberg 8;4051;Basel;+41 (0) 61 272 05 33;;;Amt für Umwelt und Energie Basel-Stadt
47.543621180555334, 7.592076508038567;"{""coordinates"": [7.592076508038567, 47.543621180555334], ""type"": ""Point""}";15003;Verkauf Chipkarte Bio Klappe Basel;DROPA Drogerie Apotheke Gundelitor;Verkauf und Aufladung von Chipkarten für die Bio-Klappen;Güterstrasse 180;4053;Basel;+41 (0) 61 365 90 80;https://dropa.ch/standorte/dropa-drogerie-apotheke-gundelitor;Gemäss Webseite;Amt für Umwelt und Energie Basel-Stadt
47.55881976843277, 7.595306907375795;"{""coordinates"": [7.595306907375795, 47.55881976843277], ""type"": ""Point""}";7004;Kleider und Textilien;CARITAS beider Basel;Secondhand Shop, Boutique, Brockenhaus;Lindenberg 20;4058;Basel;+41 (0) 61 691 55 55;;;Amt für Umwelt und Energie Basel-Stadt
47.55602483069222, 7.5895830495936245;"{""coordinates"": [7.589583049593625, 47.55602483069222], ""type"": ""Point""}";7008;Kleider und Textilien;Fizzen;Secondhand Shop;Pfluggässlein 1;4001;Basel;+41 (0) 61 281 02 03;;;Amt für Umwelt und Energie Basel-Stadt
47.55478742287612, 7.589586394557885;"{""coordinates"": [7.589586394557885, 47.55478742287612], ""type"": ""Point""}";7021;Kleider und Textilien;Flohmarkt Barfüsserplatz;Jeweils am 2. und 4. Mittwoch im Monat, von 07.00 - 19.00 Uhr / Anmeldung obligatorisch;Barfüsserplatz;4051;Basel;+41 (0) 61 267 70 43;http://www.messen-maerkte.bs.ch/flohmarkt.htm;;Amt für Umwelt und Energie Basel-Stadt
47.56186373951051, 7.586053937931562;"{""coordinates"": [7.586053937931562, 47.56186373951051], ""type"": ""Point""}";7027;Kleider und Textilien;Sirup Design & Secondhand for Kids;Second-Hand-Shop für Kinder;Totentanz 5;4051;Basel;+41 (0) 61 261 33 01;;;Amt für Umwelt und Energie Basel-Stadt
47.56877348156528, 7.590258425069846;"{""coordinates"": [7.590258425069846, 47.56877348156528], ""type"": ""Point""}";7011;Kleider und Textilien;HIOB International;Secondhand Shop, Brockenhaus;Klybeckstrasse 91;4057;Basel;+41 (0) 61 683 23 60;https://hiob.ch/brockenstuben/basel/;;Amt für Umwelt und Energie Basel-Stadt
47.57002736416301, 7.578477960201026;"{""coordinates"": [7.578477960201026, 47.57002736416301], ""type"": ""Point""}";7002;Kleider und Textilien;Art-Johann;Secondhand Shop, Kleiderbörse, Boutique;St. Johanns-Vorstadt 74;4056;Basel;+41 (0) 61 556 40 20;https://www.art-johann.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.55876428068917, 7.579556740621112;"{""coordinates"": [7.579556740621112, 47.55876428068917], ""type"": ""Point""}";7009;Kleider und Textilien;Freivogel Silvia;Secondhand Shop / Designer Second Hand;Missionsstrasse 15;4055;Basel;+41 (0) 61 261 29 72;;;Amt für Umwelt und Energie Basel-Stadt
47.57952464083787, 7.5906450731741195;"{""coordinates"": [7.59064507317412, 47.57952464083787], ""type"": ""Point""}";7024;Kleider und Textilien;Kleiderladen - Rotes Kreuz;Second-Hand-Shop;Kleinhüningerstrasse 167;4057;Basel;+41 (0) 61 632 02 25;https://www.srk-basel.ch/das-srk-basel-unterstuetzen/kleiderspenden;Mo bis Fr 8:30 bis 12:00 Uhr;Amt für Umwelt und Energie Basel-Stadt
47.56260700959837, 7.593562474972292;"{""coordinates"": [7.593562474972292, 47.56260700959837], ""type"": ""Point""}";7018;Kleider und Textilien;Glubos Brockenbude Verein Kreislauf;Brockenhaus / Entsorgung Recycling / Räumungen;Rappoltshof 12;4057;Basel;+41 (0) 61 681 81 04;https://www.glubos.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.55672757841297, 7.587185604220013;"{""coordinates"": [7.587185604220013, 47.55672757841297], ""type"": ""Point""}";7026;Kleider und Textilien;Anna K. First- und Secondhand Fashion;Second-Hand-Shop;Rümelinsplatz 15;4001;Basel;+41 (0) 61 261 62 64;https://www.anna-k.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.55734585294601, 7.5847516063666065;"{""coordinates"": [7.584751606366607, 47.55734585294601], ""type"": ""Point""}";7032;Kleider und Textilien;bia calina;Secondhand Boutique;Rosshofgasse 5;4051;Basel;;https://www.secondhandbasel.ch/#kleiderspenden;;Amt für Umwelt und Energie Basel-Stadt
47.564803365338676, 7.569590843580088;"{""coordinates"": [7.569590843580088, 47.564803365338676], ""type"": ""Point""}";7035;Kleider und Textilien;Familienbörsen für Kinderartikel;Mehrmals im Jahr eine Kinderartikel-Börse gemäss Webseite;Kannenfeldpark;4056;Basel;;https://junioratelier.ch/familienboerse/;;Amt für Umwelt und Energie Basel-Stadt
47.53615435033172, 7.597989800759312;"{""coordinates"": [7.597989800759312, 47.53615435033172], ""type"": ""Point""}";8012;Kleidercontainer;Kleidercontainer - Texaid / Contex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Löwenbergstrasse 7 / Eichohrnweglein;4059;Basel;;https://www.texaid.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.584883794864275, 7.650686432760616;"{""coordinates"": [7.650686432760616, 47.584883794864275], ""type"": ""Point""}";8004;Kleidercontainer;Kleidercontainer - COOP - TellTex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Schmiedgasse 7/9;4125;Riehen;;https://www.tell-tex.ch/;;Gemeinde Riehen
47.56244622437751, 7.551567924812586;"{""coordinates"": [7.551567924812586, 47.56244622437751], ""type"": ""Point""}";8021;Kleidercontainer;SRS Swiss Recycling Services AG/;Diverse Abfälle und Wertstoffe in allen Mengen / Mo-Fr 7-11:45 und 13-16:45, Sa 8-12:30;Kiesstrasse 24;4123;Allschwil;+41 (0) 61 487 21 00;https://www.srsrecycling.ch/de/service-fur-private/selbstablad-1226;Öffnungszeiten des Recyclingparks auf der Webseite beachten;Amt für Umwelt und Energie Basel-Stadt
47.54689946099677, 7.568197132293953;"{""coordinates"": [7.568197132293953, 47.54689946099677], ""type"": ""Point""}";8011;Kleidercontainer;Kleidercontainer - Texaid / Contex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Laupenring 15;4054;Basel;;https://www.texaid.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.570765590788675, 7.632820759731557;"{""coordinates"": [7.632820759731557, 47.570765590788675], ""type"": ""Point""}";8001;Kleidercontainer;Kleidercontainer - COOP - TellTex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Rauracherstrasse 33;4125;Riehen;;https://www.tell-tex.ch/;;Gemeinde Riehen
47.53882689092402, 7.593794493384119;"{""coordinates"": [7.593794493384119, 47.53882689092402], ""type"": ""Point""}";8039;Kleidercontainer;Kleidercontainer - Rotes Kreuz;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Ingelsteinweg 15-19;4053;Basel;;https://www.srk-basel.ch/das-srk-basel-unterstuetzen/kleiderspenden;;Amt für Umwelt und Energie Basel-Stadt
47.55887435165913, 7.595166150114289;"{""coordinates"": [7.595166150114289, 47.55887435165913], ""type"": ""Point""}";8050;Kleidercontainer;Kleider-Einwurf im Laden / CARITAS;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Lindenberg 18;4058;Basel;+41 (0) 61 691 55 55;https://www.caritas-beider-basel.ch/was-wir-tun/secondhand-kleiderladen;;Amt für Umwelt und Energie Basel-Stadt
47.59255633353372, 7.655844283042023;"{""coordinates"": [7.655844283042023, 47.59255633353372], ""type"": ""Point""}";8037;Kleidercontainer;Kleidercontainer - Gemeinde - TellTex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Haselrain 65;4125;Riehen;;https://www.tell-tex.ch/;;Gemeinde Riehen
47.54314278944117, 7.593289631808886;"{""coordinates"": [7.593289631808886, 47.54314278944117], ""type"": ""Point""}";8041;Kleidercontainer;Kleidercontainer - Tell-Tex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Güterstrasse 190;4053;Basel;;https://www.tell-tex.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.5551443734324, 7.618034559694013;"{""coordinates"": [7.618034559694013, 47.5551443734324], ""type"": ""Point""}";8044;Kleidercontainer;Kleidercontainer des Roten Kreuz;Annahme gemäss Merkblatt auf der Webseite;Hauptstrasse 1;4127;Birsfelden;;https://www.srk-basel.ch/das-srk-basel-unterstuetzen/kleiderspenden;;Amt für Umwelt und Energie Basel-Stadt
47.55274385165491, 7.621537289145261;"{""coordinates"": [7.621537289145261, 47.55274385165491], ""type"": ""Point""}";8045;Kleidercontainer;Kleidercontainer von Tell-Tex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Birsstegweg (hinter dem Coop);4127;Birsfelden;;https://www.tell-tex.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.56504464817695, 7.57281271253455;"{""coordinates"": [7.57281271253455, 47.56504464817695], ""type"": ""Point""}";8047;Kleidercontainer;Kleidercontainer von Texaid;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Kannenfeldplatz;4056;Basel;;https://www.texaid.ch/de/;gemäss Öffnungszeiten des Quartierentsorgungspunkts Kannenfeld https://www.tiefbauamt.bs.ch/entsorgung-sauberkeit/abfallentsorgung/Quartierentsorgungspunkt-Kannenfeld.html;Amt für Umwelt und Energie Basel-Stadt
47.546947566202235, 7.553358321060842;"{""coordinates"": [7.553358321060842, 47.546947566202235], ""type"": ""Point""}";8048;Kleidercontainer;Kleidercontainer - Tell-Tex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Binnignerstrasse 159;4123;Allschwil;;https://www.tell-tex.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.54775440728935, 7.547916583417224;"{""coordinates"": [7.547916583417224, 47.54775440728935], ""type"": ""Point""}";8049;Kleidercontainer;Kleidercontainer - Tell-Tex;Gut erhaltene und saubere Kleider, Heimtextilien, Wäsche, Gürtel, Taschen, Hüte und tragbare Schuhe;Binningerstrasse 84;4123;Allschwil;;https://www.tell-tex.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.552087537210404, 7.592222295261867;"{""coordinates"": [7.592222295261867, 47.552087537210404], ""type"": ""Point""}";9009;Korkzapfen;Vini D'Amato AG;Korkzapfen von Flaschen;Henric Petri-Strasse 12;4051;Basel;+41 (0) 61 271 77 88;http://www.korken.ch;;Amt für Umwelt und Energie Basel-Stadt
47.542355695084616, 7.599247529805594;"{""coordinates"": [7.599247529805594, 47.542355695084616], ""type"": ""Point""}";9008;Korkzapfen;Paul Ullrich AG;Korkzapfen von Flaschen;Laufenstrasse 16;4053;Basel;+41 (0) 61 338 90 90;http://www.korken.ch;;Amt für Umwelt und Energie Basel-Stadt
47.551983955594395, 7.638573956649782;"{""coordinates"": [7.638573956649782, 47.551983955594395], ""type"": ""Point""}";9004;Korkzapfen;Waser Entsorgung AG;Diverse Abfälle und Wertstoffe in allen Mengen / Mo-Fr 7:30-11:45 und 13-16:45 (Fr bis 16:30) Sa 9-13;Langenhagstrasse 50;4127;Birsfelden;+41 (0) 61 313 48 24;http://www.waserag.ch;;Amt für Umwelt und Energie Basel-Stadt
47.562435734775725, 7.551086166008044;"{""coordinates"": [7.551086166008044, 47.562435734775725], ""type"": ""Point""}";9003;Korkzapfen;VEOLIA Umweltservice;Diverse Abfälle und Wertstoffe in allen Mengen / Mo-Fr 7-11:45 und 13-16:45, Sa 8-12:30;Kiesstrasse 24-26;4123;Allschwil;+41 (0) 61 487 21 00;http://www.korken.ch;;Amt für Umwelt und Energie Basel-Stadt
47.539797233025716, 7.572770207994376;"{""coordinates"": [7.572770207994376, 47.539797233025716], ""type"": ""Point""}";9000;Korkzapfen;Coop;Korkzapfen von Flaschen;Hauptstrasse 90;4102;Binningen;;http://www.korken.ch;;Amt für Umwelt und Energie Basel-Stadt
47.56156375012905, 7.596210041503591;"{""coordinates"": [7.596210041503591, 47.56156375012905], ""type"": ""Point""}";11016;Pneus;Bögüs Güler;Autoreifen mit und ohne Felgen / Kostenpflichtig / keine Rücknahmepflicht;Clarahofweg 5;4054;Basel;+41 (0) 61 681 99 22;;;Amt für Umwelt und Energie Basel-Stadt
47.57308528985157, 7.595545603875536;"{""coordinates"": [7.595545603875536, 47.57308528985157], ""type"": ""Point""}";11012;Pneus;Zeller Pneuhaus AG;Autoreifen mit und ohne Felgen / Kostenpflichtig / keine Rücknahmepflicht;Schliengerweg 41;4057;Basel;+41 (0) 61 692 22 66;;;Amt für Umwelt und Energie Basel-Stadt
47.54648334023397, 7.586078515201127;"{""coordinates"": [7.586078515201127, 47.54648334023397], ""type"": ""Point""}";11009;Pneus;KMH Pneudiscount GmbH;Autoreifen mit und ohne Felgen / Kostenpflichtig / keine Rücknahmepflicht;Güterstrasse 93;4053;Basel;+41 (0) 61 283 82 08;;;Amt für Umwelt und Energie Basel-Stadt
47.568305233264994, 7.637395159266815;"{""coordinates"": [7.637395159266815, 47.568305233264994], ""type"": ""Point""}";12000;Recyclingpark;Mobiler Recyclingpark Otto Wenk-Platz;Diverse Abfälle und Wertstoffe in definierten Mengen, siehe Abfuhrplan;Otto Wenk-Platz;4125;Riehen;+41 (0) 61 645 60 60;http://www.riehen.ch/natur-und-umwelt/abfall-und-entsorgung/mobiler-recyclingpark-riehen;"Sa ** 9:30-13:00 Uhr; ** letzter Samstag im Januar, März, Mai, Juli, September, November";Gemeinde Riehen
47.59249576179313, 7.655742834338565;"{""coordinates"": [7.655742834338565, 47.59249576179313], ""type"": ""Point""}";12005;Recyclingpark;Werkhof;Diverse Abfälle und Wertstoffe in definierten Mengen, siehe Abfuhrplan;Haselrain 65;4125;Riehen;+41 (0) 61 645 60 60;http://www.riehen.ch/leben-und-wohnen/abfall-und-entsorgung/recyclingparks-riehen;"Mo-Fr 8:00-12:00 Uhr und 14:00-16:30 Uhr; Sa ** 9:00-13:00 Uhr; ** letzter Samstag im Februar, April, Juni, August, Oktober, Dezember";Gemeinde Riehen
47.56903026109178, 7.590603355659284;"{""coordinates"": [7.590603355659284, 47.56903026109178], ""type"": ""Point""}";1004;Annahmestelle Sonderabfall;Dreirosen Apotheke;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Klybeckstrasse 140;4057;Basel;061 691 74 88;https://www.dreirosenapotheke.ch;Mo-Fr: 08:00-19:30, Sa: 08:00-17:00 Uhr;Tiefbauamt Basel-Stadt
47.5687641792071, 7.579668196151284;"{""coordinates"": [7.579668196151284, 47.5687641792071], ""type"": ""Point""}";1011;Annahmestelle Sonderabfall;St. Johann-Drogerie;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Elsässerstrasse 47;4056;Basel;061 321 90 81;https://stjohanndrogerie.jimdofree.com/;Mi-Fr: 09:30-12:00 / 15:00-18:00 Sa: 09:00-14:00;Tiefbauamt Basel-Stadt
