politische_gemeinde;bfs_nr;bezirk_bezeichnung;bezirk_nr;siedlung;einwohner_per_31_12_2021;plz;ortschaft;primarschulgemeinde;sekundarschulgemeinde;evang_kirchgemeinde;kath_kirchgemeinde
Horn;4421;Arbon;2011;Zelghof;14;9326;Horn;Horn;Horn;Horn;Horn
Hüttlingen;4590;Frauenfeld;2012;Buchschoren;x;8553;Harenwilen;Hüttlingen;Frauenfeld;Bussnang-Leutmerken;Leutmerken
Hüttlingen;4590;Frauenfeld;2012;Eschikofen;189;8553;Eschikofen;Hüttlingen;Frauenfeld;Hüttlingen;Müllheim
Hüttlingen;4590;Frauenfeld;2012;Harenwilen;32;8553;Harenwilen;Hüttlingen;Frauenfeld;Hüttlingen;Leutmerken
Hüttlingen;4590;Frauenfeld;2012;Langacker;x;8553;Mettendorf;Hüttlingen;Frauenfeld;Hüttlingen;Müllheim
Hüttlingen;4590;Frauenfeld;2012;Neuwies;x;8553;Hüttlingen;Hüttlingen;Frauenfeld;Hüttlingen;Müllheim
Hüttlingen;4590;Frauenfeld;2012;Wärterhaus;x;8553;Mettendorf;Hüttlingen;Frauenfeld;Hüttlingen;Müllheim
Hüttwilen;4821;Frauenfeld;2012;Helfenberg;8;8537;Uerschhausen;Nussbaumen;Hüttwilen;Nussbaumen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Häldeli;x;8537;Nussbaumen;Nussbaumen;Hüttwilen;Nussbaumen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Mattenhof;x;8537;Nussbaumen;Nussbaumen;Hüttwilen;Nussbaumen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Moorwilen;6;8535;Herdern;Herdern-Dettighofen;Hüttwilen;Hüttwilen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Morgenstern;6;8536;Hüttwilen;Hüttwilen;Hüttwilen;Hüttwilen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Neumühle;18;8536;Hüttwilen;Hüttwilen;Hüttwilen;Hüttwilen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Riethof;x;8537;Nussbaumen;Nussbaumen;Hüttwilen;Nussbaumen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Seeben;x;8536;Hüttwilen;Hüttwilen;Hüttwilen;Hüttwilen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Seehof;6;8536;Hüttwilen;Hüttwilen;Hüttwilen;Hüttwilen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Steinegg;13;8536;Hüttwilen;Nussbaumen;Hüttwilen;Nussbaumen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Täuber;x;8537;Nussbaumen;Nussbaumen;Hüttwilen;Nussbaumen;Frauenfeld Plus
Kemmental;4666;Kreuzlingen;2013;Altshof;11;8566;Dotnacht;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Aufhäusern;13;8566;Dotnacht;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Baltshausen;8;8566;Dotnacht;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Bohrenweg;11;8566;Neuwilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Bolägete;x;8573;Altishausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Bommen;21;8573;Alterswilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Breitagger;x;8565;Hugelshofen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Breitewiese;14;8565;Hugelshofen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Dippishausen;10;8573;Siegershausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Dotnacht;133;8566;Dotnacht;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Engelswilen;98;8566;Dotnacht;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Gaisbühl;x;8573;Siegershausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Halden;10;8566;Lippoldswilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Haspel;7;8573;Altishausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Lindenhof;x;8573;Altishausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Mühlehof;x;8566;Neuwilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Scheidbach;x;8566;Lippoldswilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Sonnenhof;x;8566;Lippoldswilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Sperbersholz;8;8566;Dotnacht;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Unterneuwilen;149;8566;Neuwilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Wachtersberg;8;8565;Hugelshofen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kesswil;4426;Arbon;2011;Breitfeld;x;8593;Kesswil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Altnau-Güttingen-Münsterlingen
Kesswil;4426;Arbon;2011;Feldhof (Gemeinde Kesswil);x;8593;Kesswil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Altnau-Güttingen-Münsterlingen
Kesswil;4426;Arbon;2011;Hofstetten;x;8593;Kesswil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Altnau-Güttingen-Münsterlingen
Kesswil;4426;Arbon;2011;Hutacker;7;8593;Kesswil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Altnau-Güttingen-Münsterlingen
Kesswil;4426;Arbon;2011;Kesswil;666;8593;Kesswil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Altnau-Güttingen-Münsterlingen
Kesswil;4426;Arbon;2011;Oberdorf;118;8593;Kesswil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Altnau-Güttingen-Münsterlingen
Kesswil;4426;Arbon;2011;Wegetmoos;6;8593;Kesswil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Altnau-Güttingen-Münsterlingen
Kradolf-Schönenberg;4501;Weinfelden;2015;Anwachs;13;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Heiligkreuz
Kradolf-Schönenberg;4501;Weinfelden;2015;Buhwil;232;9215;Buhwil;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Bötschimühle;41;9215;Buhwil;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Ebnet;8;9215;Buhwil;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Hard;8;9215;Buhwil;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Hohreuti;17;9214;Kradolf;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kradolf-Schönenberg;4501;Weinfelden;2015;Hueb;x;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Heiligkreuz
Kradolf-Schönenberg;4501;Weinfelden;2015;Kradolf;1304;9214;Kradolf;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kradolf-Schönenberg;4501;Weinfelden;2015;Last;x;9215;Schönenberg an der Thur;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kradolf-Schönenberg;4501;Weinfelden;2015;Roore;x;9215;Schönenberg an der Thur;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kradolf-Schönenberg;4501;Weinfelden;2015;Ruhberg;x;9215;Buhwil;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Schönenberg;1357;9215;Schönenberg an der Thur;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kradolf-Schönenberg;4501;Weinfelden;2015;Sonnenbühl;12;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Städeli;x;9215;Schönenberg an der Thur;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kradolf-Schönenberg;4501;Weinfelden;2015;Sunneblick;6;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Heiligkreuz
Kradolf-Schönenberg;4501;Weinfelden;2015;Unterau;11;9214;Kradolf;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kreuzlingen;4671;Kreuzlingen;2013;Egelshofen;5339;8280;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen-Emmishofen
Kreuzlingen;4671;Kreuzlingen;2013;Emmishofen;7317;8280;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen-Emmishofen
Kreuzlingen;4671;Kreuzlingen;2013;Kaserne Bernrain;x;8280;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen-Emmishofen
Langrickenbach;4681;Kreuzlingen;2013;Bruster;26;8585;Langrickenbach;Langrickenbach;Altnau;Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Bärshof;11;8585;Langrickenbach;Langrickenbach;Altnau;Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Eggholz;6;8585;Schönenbaumgarten;Langrickenbach;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Geienberg;21;8585;Langrickenbach;Langrickenbach;Altnau;Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Lenzwil;8;8585;Langrickenbach;Langrickenbach;Altnau;Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Löwenhaus;9;8586;Kümmertshausen;Langrickenbach;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Neuhaus;14;8585;Langrickenbach;Langrickenbach;Altnau;Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Rutishausen;31;8585;Langrickenbach;Langrickenbach;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Seeblick;8;8585;Zuben;Langrickenbach;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Untergreut;13;8585;Langrickenbach;Langrickenbach;Altnau;Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Waldhof;74;8585;Langrickenbach;Langrickenbach;Altnau;Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Lengwil;4683;Kreuzlingen;2013;Güetli;9;8574;Lengwil;Oberhofen-Lengwil;Kreuzlingen;Lengwil;Kreuzlingen-Emmishofen
Lengwil;4683;Kreuzlingen;2013;Hüsli;12;8574;Oberhofen;Oberhofen-Lengwil;Kreuzlingen;Lengwil;Kreuzlingen-Emmishofen
Lengwil;4683;Kreuzlingen;2013;Lochmühle;x;8574;Illighausen;Kemmental;Kemmental;Lengwil;Altnau-Güttingen-Münsterlingen
Lengwil;4683;Kreuzlingen;2013;Oberhofen;492;8574;Oberhofen;Oberhofen-Lengwil;Kreuzlingen;Lengwil;Kreuzlingen-Emmishofen
Lengwil;4683;Kreuzlingen;2013;Oberwies;57;8574;Lengwil;Oberhofen-Lengwil;Kreuzlingen;Lengwil;Kreuzlingen-Emmishofen
Lengwil;4683;Kreuzlingen;2013;Reuthof;11;8574;Lengwil;Oberhofen-Lengwil;Kreuzlingen;Lengwil;Kreuzlingen-Emmishofen
Lommis;4741;Münchwilen;2014;Am Schlossweiher;x;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Chraiehof;x;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Im Buech;x;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Loo;x;9508;Weingarten-Kalthäusern;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Sunnefeld;x;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Zur Heimat;x;9508;Weingarten-Kalthäusern;Lommis;Affeltrangen;Lommis;Lommis
Mammern;4826;Frauenfeld;2012;Buck;x;8265;Mammern;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Friedberg;x;8265;Mammern;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Seeberg;x;8265;Mammern;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Störenberg;6;8264;Eschenz;Mammern;Steckborn;Mammern;Untersee-Rhein
Matzingen;4591;Frauenfeld;2012;Espel;6;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Fuchsberg;x;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Gass;129;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Halde;66;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Hard;151;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Lauchefeld;178;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Mühle;127;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Spinnere;x;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Steinacker;142;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Steinfeld;x;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Tönler;x;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Wide;6;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Ziegelhütte;7;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Märstetten;4941;Weinfelden;2015;Altenburg;8;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Boltshausen;73;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Dattenhub;17;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Evenhüsli;x;8560;Märstetten;Märstetten;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Feldhof;10;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Geissbühl;x;8560;Märstetten;Märstetten;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Gillhof (Gemeinde Märstetten);7;8560;Märstetten;Märstetten;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Mattenhof;x;8560;Märstetten;Märstetten;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Ottoberg;380;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Ruberbaum;20;8560;Märstetten;Märstetten, Ottoberg;Weinfelden;Märstetten;Weinfelden
Müllheim;4831;Frauenfeld;2012;Dübinger;72;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Feldhof;53;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Häggli;80;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Kirchengut;x;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Muggli;7;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Müllheim;1559;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Oberhof;x;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Rebhalde;x;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Rosenberg;42;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Strassäcker;20;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Münchwilen;4746;Münchwilen;2014;Braati;x;9542;Münchwilen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Freudenberg;52;9542;Münchwilen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Mezikon;1499;9542;Münchwilen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Oberhofen;1351;9542;Münchwilen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Sigensee;6;9542;Münchwilen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Säntisblick (Gemeinde Münchwilen);9;8360;Eschlikon;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münsterlingen;4691;Kreuzlingen;2013;Berghof;6;8596;Scherzingen;Münsterlingen;Altnau;Scherzingen-Bottighofen;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Hinterdorf;136;8597;Landschlacht;Münsterlingen;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Landschlacht;1018;8597;Landschlacht;Münsterlingen;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Manau;149;8597;Landschlacht;Münsterlingen;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Näggenberg;75;8596;Scherzingen;Münsterlingen;Altnau;Scherzingen-Bottighofen;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Scheidweg;138;8596;Scherzingen;Münsterlingen;Altnau;Scherzingen-Bottighofen;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Vorderdorf;67;8597;Landschlacht;Münsterlingen;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Neunforn;4601;Frauenfeld;2012;Bichler;x;8525;Niederneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Eichhof;x;8526;Oberneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Entenschiess;x;8526;Oberneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Fahrhof;44;8525;Niederneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Fridhag;9;8525;Niederneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Hueb;x;8525;Wilen b. Neunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Lindenhof;x;8526;Oberneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Mälzler;x;8526;Oberneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Niederneunforn;337;8525;Niederneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Oberneunforn;549;8526;Oberneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Trüfelbach;x;8525;Niederneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Vogelsang;x;8525;Niederneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Pfyn;4841;Frauenfeld;2012;Chruchenberg;111;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Ebnet;22;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Flurhof;x;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Hüebli;56;8505;Dettighofen;Herdern-Dettighofen;Hüttwilen;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Lochmühle;x;8505;Dettighofen;Herdern-Dettighofen;Hüttwilen;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Säntisblick;11;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Raperswilen;4846;Kreuzlingen;2013;Kodenreuti;x;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Müllheim
Raperswilen;4846;Kreuzlingen;2013;Müllberg;15;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Homburg
Raperswilen;4846;Kreuzlingen;2013;Neuhof;x;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Homburg
Rickenbach;4751;Münchwilen;2014;Vogelherd;x;9535;Wilen b. Wil;Rickenbach;Rickenbach-Wilen;Wil SG;Wil (SG)
Roggwil;4431;Arbon;2011;Baumühle;x;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Bühlhof;x;9320;Frasnacht;Frasnacht;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Erbel;9;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Gätte;x;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Jakobsberg;x;9306;Freidorf;Freidorf-Watt;Arbon;Roggwil;Berg (SG)
Roggwil;4431;Arbon;2011;Mallisdorf;42;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Näsler;x;9306;Freidorf;Freidorf-Watt;Arbon;Roggwil;Berg (SG)
Roggwil;4431;Arbon;2011;Roggenbühl;x;9306;Freidorf;Freidorf-Watt;Arbon;Roggwil;Berg (SG)
Roggwil;4431;Arbon;2011;Roggwil;1439;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Sonnenberg;x;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Steineloh (Gemeinde Roggwil);83;9320;Frasnacht;Frasnacht;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Waldhof;6;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Watt;40;9306;Freidorf;Freidorf-Watt;Arbon;Roggwil;Berg (SG)
Romanshorn;4436;Arbon;2011;Holz;81;8590;Romanshorn;Romanshorn;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Romanshorn;4436;Arbon;2011;Straubenhaus;9;8590;Romanshorn;Romanshorn;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Salenstein;4851;Kreuzlingen;2013;Ebni;x;8268;Salenstein;Salenstein;Ermatingen;Ermatingen;Ermatingen
Salenstein;4851;Kreuzlingen;2013;Eggishof;13;8269;Fruthwilen;Salenstein;Ermatingen;Ermatingen;Ermatingen
Salenstein;4851;Kreuzlingen;2013;Obersalenstein;376;8268;Salenstein;Salenstein;Ermatingen;Ermatingen;Ermatingen
Salenstein;4851;Kreuzlingen;2013;Unterfruthwilen;539;8269;Fruthwilen;Salenstein;Ermatingen;Ermatingen;Ermatingen
Salenstein;4851;Kreuzlingen;2013;Untersalenstein;127;8268;Salenstein;Salenstein;Ermatingen;Ermatingen;Ermatingen
Salmsach;4441;Arbon;2011;Seewiesen;x;8599;Salmsach;Salmsach;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Schlatt;4546;Frauenfeld;2012;Altparadies;47;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Held;42;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Im Bächli;x;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Neuhof;8;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Petribach;52;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Riederen;6;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Schneckenacker;x;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schönholzerswilen;4756;Weinfelden;2015;Grobenbach;x;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Welfensberg
Schönholzerswilen;4756;Weinfelden;2015;Hagenwil;41;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Wuppenau
Schönholzerswilen;4756;Weinfelden;2015;Klingen;35;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Metzgersbuhwil;33;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
